Date,PercentOfBaseline,Country,AirportName,State
10/1/2020,69,Canada,Toronto Pearson,Ontario
10/2/2020,70,Canada,Toronto Pearson,Ontario
10/3/2020,41,Canada,Toronto Pearson,Ontario
10/4/2020,33,Canada,Toronto Pearson,Ontario
10/5/2020,80,Canada,Toronto Pearson,Ontario
10/6/2020,72,Canada,Toronto Pearson,Ontario
10/7/2020,69,Canada,Toronto Pearson,Ontario
10/8/2020,71,Canada,Toronto Pearson,Ontario
10/9/2020,64,Canada,Toronto Pearson,Ontario
10/10/2020,43,Canada,Toronto Pearson,Ontario
10/11/2020,34,Canada,Toronto Pearson,Ontario
10/12/2020,17,Canada,Toronto Pearson,Ontario
10/13/2020,67,Canada,Toronto Pearson,Ontario
10/14/2020,73,Canada,Toronto Pearson,Ontario
10/15/2020,68,Canada,Toronto Pearson,Ontario
10/16/2020,76,Canada,Toronto Pearson,Ontario
3/16/2020,100,Canada,Vancouver International,British Columbia
3/17/2020,93,Canada,Vancouver International,British Columbia
3/18/2020,97,Canada,Vancouver International,British Columbia
3/19/2020,92,Canada,Vancouver International,British Columbia
3/20/2020,94,Canada,Vancouver International,British Columbia
3/21/2020,85,Canada,Vancouver International,British Columbia
3/22/2020,89,Canada,Vancouver International,British Columbia
3/23/2020,97,Canada,Vancouver International,British Columbia
3/24/2020,82,Canada,Vancouver International,British Columbia
3/25/2020,81,Canada,Vancouver International,British Columbia
3/26/2020,81,Canada,Vancouver International,British Columbia
3/27/2020,82,Canada,Vancouver International,British Columbia
3/28/2020,71,Canada,Vancouver International,British Columbia
3/29/2020,63,Canada,Vancouver International,British Columbia
3/30/2020,89,Canada,Vancouver International,British Columbia
3/31/2020,84,Canada,Vancouver International,British Columbia
4/1/2020,86,Canada,Vancouver International,British Columbia
4/2/2020,78,Canada,Vancouver International,British Columbia
4/3/2020,80,Canada,Vancouver International,British Columbia
4/4/2020,55,Canada,Vancouver International,British Columbia
4/5/2020,54,Canada,Vancouver International,British Columbia
4/6/2020,80,Canada,Vancouver International,British Columbia
4/7/2020,69,Canada,Vancouver International,British Columbia
4/8/2020,70,Canada,Vancouver International,British Columbia
4/9/2020,75,Canada,Vancouver International,British Columbia
4/10/2020,24,Canada,Vancouver International,British Columbia
4/11/2020,29,Canada,Vancouver International,British Columbia
4/12/2020,50,Canada,Vancouver International,British Columbia
4/13/2020,72,Canada,Vancouver International,British Columbia
4/14/2020,72,Canada,Vancouver International,British Columbia
4/15/2020,72,Canada,Vancouver International,British Columbia
4/16/2020,70,Canada,Vancouver International,British Columbia
4/17/2020,73,Canada,Vancouver International,British Columbia
4/18/2020,59,Canada,Vancouver International,British Columbia
4/19/2020,61,Canada,Vancouver International,British Columbia
4/20/2020,86,Canada,Vancouver International,British Columbia
4/21/2020,77,Canada,Vancouver International,British Columbia
4/22/2020,71,Canada,Vancouver International,British Columbia
4/23/2020,72,Canada,Vancouver International,British Columbia
4/24/2020,72,Canada,Vancouver International,British Columbia
4/25/2020,55,Canada,Vancouver International,British Columbia
4/26/2020,41,Canada,Vancouver International,British Columbia
4/27/2020,79,Canada,Vancouver International,British Columbia
4/28/2020,73,Canada,Vancouver International,British Columbia
4/29/2020,70,Canada,Vancouver International,British Columbia
4/30/2020,72,Canada,Vancouver International,British Columbia
5/1/2020,74,Canada,Vancouver International,British Columbia
5/2/2020,63,Canada,Vancouver International,British Columbia
5/3/2020,49,Canada,Vancouver International,British Columbia
5/4/2020,84,Canada,Vancouver International,British Columbia
5/5/2020,76,Canada,Vancouver International,British Columbia
5/6/2020,76,Canada,Vancouver International,British Columbia
5/7/2020,82,Canada,Vancouver International,British Columbia
5/8/2020,71,Canada,Vancouver International,British Columbia
5/9/2020,59,Canada,Vancouver International,British Columbia
5/10/2020,56,Canada,Vancouver International,British Columbia
5/11/2020,85,Canada,Vancouver International,British Columbia
5/12/2020,81,Canada,Vancouver International,British Columbia
5/13/2020,79,Canada,Vancouver International,British Columbia
5/14/2020,75,Canada,Vancouver International,British Columbia
5/15/2020,68,Canada,Vancouver International,British Columbia
5/16/2020,64,Canada,Vancouver International,British Columbia
5/17/2020,49,Canada,Vancouver International,British Columbia
5/18/2020,22,Canada,Vancouver International,British Columbia
5/19/2020,62,Canada,Vancouver International,British Columbia
5/20/2020,75,Canada,Vancouver International,British Columbia
5/21/2020,78,Canada,Vancouver International,British Columbia
5/22/2020,74,Canada,Vancouver International,British Columbia
5/23/2020,61,Canada,Vancouver International,British Columbia
5/24/2020,73,Canada,Vancouver International,British Columbia
5/25/2020,83,Canada,Vancouver International,British Columbia
5/26/2020,78,Canada,Vancouver International,British Columbia
5/27/2020,77,Canada,Vancouver International,British Columbia
5/28/2020,78,Canada,Vancouver International,British Columbia
5/29/2020,82,Canada,Vancouver International,British Columbia
5/30/2020,65,Canada,Vancouver International,British Columbia
5/31/2020,65,Canada,Vancouver International,British Columbia
6/1/2020,91,Canada,Vancouver International,British Columbia
6/2/2020,85,Canada,Vancouver International,British Columbia
6/3/2020,78,Canada,Vancouver International,British Columbia
6/4/2020,83,Canada,Vancouver International,British Columbia
6/5/2020,77,Canada,Vancouver International,British Columbia
6/6/2020,58,Canada,Vancouver International,British Columbia
6/7/2020,52,Canada,Vancouver International,British Columbia
6/8/2020,91,Canada,Vancouver International,British Columbia
6/9/2020,78,Canada,Vancouver International,British Columbia
6/10/2020,84,Canada,Vancouver International,British Columbia
6/11/2020,80,Canada,Vancouver International,British Columbia
6/12/2020,79,Canada,Vancouver International,British Columbia
6/13/2020,67,Canada,Vancouver International,British Columbia
6/14/2020,57,Canada,Vancouver International,British Columbia
6/15/2020,91,Canada,Vancouver International,British Columbia
6/16/2020,89,Canada,Vancouver International,British Columbia
6/17/2020,84,Canada,Vancouver International,British Columbia
6/18/2020,89,Canada,Vancouver International,British Columbia
6/19/2020,82,Canada,Vancouver International,British Columbia
6/20/2020,68,Canada,Vancouver International,British Columbia
6/21/2020,65,Canada,Vancouver International,British Columbia
6/22/2020,94,Canada,Vancouver International,British Columbia
6/23/2020,80,Canada,Vancouver International,British Columbia
6/24/2020,83,Canada,Vancouver International,British Columbia
6/25/2020,84,Canada,Vancouver International,British Columbia
6/26/2020,81,Canada,Vancouver International,British Columbia
6/27/2020,70,Canada,Vancouver International,British Columbia
6/28/2020,59,Canada,Vancouver International,British Columbia
6/29/2020,93,Canada,Vancouver International,British Columbia
6/30/2020,88,Canada,Vancouver International,British Columbia
7/1/2020,33,Canada,Vancouver International,British Columbia
7/2/2020,65,Canada,Vancouver International,British Columbia
7/3/2020,79,Canada,Vancouver International,British Columbia
7/4/2020,71,Canada,Vancouver International,British Columbia
7/5/2020,68,Canada,Vancouver International,British Columbia
7/6/2020,99,Canada,Vancouver International,British Columbia
7/7/2020,92,Canada,Vancouver International,British Columbia
7/8/2020,80,Canada,Vancouver International,British Columbia
7/9/2020,83,Canada,Vancouver International,British Columbia
7/10/2020,82,Canada,Vancouver International,British Columbia
7/11/2020,66,Canada,Vancouver International,British Columbia
7/12/2020,75,Canada,Vancouver International,British Columbia
7/13/2020,98,Canada,Vancouver International,British Columbia
7/14/2020,89,Canada,Vancouver International,British Columbia
7/15/2020,86,Canada,Vancouver International,British Columbia
7/16/2020,91,Canada,Vancouver International,British Columbia
7/17/2020,78,Canada,Vancouver International,British Columbia
7/18/2020,67,Canada,Vancouver International,British Columbia
7/19/2020,61,Canada,Vancouver International,British Columbia
7/20/2020,92,Canada,Vancouver International,British Columbia
7/21/2020,90,Canada,Vancouver International,British Columbia
7/22/2020,86,Canada,Vancouver International,British Columbia
7/23/2020,85,Canada,Vancouver International,British Columbia
7/24/2020,85,Canada,Vancouver International,British Columbia
7/25/2020,65,Canada,Vancouver International,British Columbia
7/26/2020,65,Canada,Vancouver International,British Columbia
7/27/2020,96,Canada,Vancouver International,British Columbia
7/28/2020,81,Canada,Vancouver International,British Columbia
7/29/2020,85,Canada,Vancouver International,British Columbia
7/30/2020,86,Canada,Vancouver International,British Columbia
7/31/2020,84,Canada,Vancouver International,British Columbia
8/1/2020,66,Canada,Vancouver International,British Columbia
8/2/2020,53,Canada,Vancouver International,British Columbia
8/3/2020,18,Canada,Vancouver International,British Columbia
8/4/2020,70,Canada,Vancouver International,British Columbia
8/5/2020,86,Canada,Vancouver International,British Columbia
8/6/2020,83,Canada,Vancouver International,British Columbia
8/7/2020,84,Canada,Vancouver International,British Columbia
8/8/2020,68,Canada,Vancouver International,British Columbia
8/9/2020,77,Canada,Vancouver International,British Columbia
8/10/2020,92,Canada,Vancouver International,British Columbia
8/11/2020,89,Canada,Vancouver International,British Columbia
8/12/2020,85,Canada,Vancouver International,British Columbia
8/13/2020,87,Canada,Vancouver International,British Columbia
8/14/2020,84,Canada,Vancouver International,British Columbia
8/15/2020,69,Canada,Vancouver International,British Columbia
8/16/2020,55,Canada,Vancouver International,British Columbia
8/18/2020,85,Canada,Vancouver International,British Columbia
8/19/2020,88,Canada,Vancouver International,British Columbia
8/20/2020,89,Canada,Vancouver International,British Columbia
8/21/2020,84,Canada,Vancouver International,British Columbia
8/22/2020,69,Canada,Vancouver International,British Columbia
8/23/2020,56,Canada,Vancouver International,British Columbia
8/24/2020,88,Canada,Vancouver International,British Columbia
8/25/2020,87,Canada,Vancouver International,British Columbia
8/26/2020,87,Canada,Vancouver International,British Columbia
8/27/2020,86,Canada,Vancouver International,British Columbia
8/28/2020,83,Canada,Vancouver International,British Columbia
8/29/2020,70,Canada,Vancouver International,British Columbia
8/30/2020,60,Canada,Vancouver International,British Columbia
8/31/2020,84,Canada,Vancouver International,British Columbia
9/1/2020,89,Canada,Vancouver International,British Columbia
9/2/2020,87,Canada,Vancouver International,British Columbia
9/3/2020,91,Canada,Vancouver International,British Columbia
9/4/2020,84,Canada,Vancouver International,British Columbia
9/5/2020,75,Canada,Vancouver International,British Columbia
9/6/2020,45,Canada,Vancouver International,British Columbia
9/7/2020,20,Canada,Vancouver International,British Columbia
9/8/2020,72,Canada,Vancouver International,British Columbia
9/9/2020,87,Canada,Vancouver International,British Columbia
9/10/2020,87,Canada,Vancouver International,British Columbia
9/11/2020,89,Canada,Vancouver International,British Columbia
9/12/2020,78,Canada,Vancouver International,British Columbia
9/13/2020,63,Canada,Vancouver International,British Columbia
9/14/2020,90,Canada,Vancouver International,British Columbia
9/15/2020,83,Canada,Vancouver International,British Columbia
9/16/2020,85,Canada,Vancouver International,British Columbia
9/17/2020,88,Canada,Vancouver International,British Columbia
9/18/2020,87,Canada,Vancouver International,British Columbia
9/19/2020,70,Canada,Vancouver International,British Columbia
9/20/2020,60,Canada,Vancouver International,British Columbia
9/21/2020,92,Canada,Vancouver International,British Columbia
9/22/2020,87,Canada,Vancouver International,British Columbia
9/23/2020,87,Canada,Vancouver International,British Columbia
9/24/2020,89,Canada,Vancouver International,British Columbia
9/25/2020,88,Canada,Vancouver International,British Columbia
9/26/2020,70,Canada,Vancouver International,British Columbia
9/27/2020,56,Canada,Vancouver International,British Columbia
9/28/2020,91,Canada,Vancouver International,British Columbia
9/29/2020,86,Canada,Vancouver International,British Columbia
9/30/2020,87,Canada,Vancouver International,British Columbia
10/1/2020,93,Canada,Vancouver International,British Columbia
10/2/2020,87,Canada,Vancouver International,British Columbia
10/3/2020,66,Canada,Vancouver International,British Columbia
10/4/2020,63,Canada,Vancouver International,British Columbia
10/5/2020,92,Canada,Vancouver International,British Columbia
10/6/2020,93,Canada,Vancouver International,British Columbia
10/7/2020,86,Canada,Vancouver International,British Columbia
10/8/2020,90,Canada,Vancouver International,British Columbia
10/9/2020,82,Canada,Vancouver International,British Columbia
10/10/2020,72,Canada,Vancouver International,British Columbia
10/11/2020,55,Canada,Vancouver International,British Columbia
10/12/2020,21,Canada,Vancouver International,British Columbia
10/13/2020,68,Canada,Vancouver International,British Columbia
10/14/2020,90,Canada,Vancouver International,British Columbia
10/15/2020,91,Canada,Vancouver International,British Columbia
10/16/2020,91,Canada,Vancouver International,British Columbia
3/16/2020,89,United States of America (the),Washington Dulles International ,Virginia
3/17/2020,94,United States of America (the),Washington Dulles International ,Virginia
3/18/2020,85,United States of America (the),Washington Dulles International ,Virginia
3/19/2020,71,United States of America (the),Washington Dulles International ,Virginia
3/20/2020,75,United States of America (the),Washington Dulles International ,Virginia
3/21/2020,71,United States of America (the),Washington Dulles International ,Virginia
3/22/2020,68,United States of America (the),Washington Dulles International ,Virginia
3/23/2020,65,United States of America (the),Washington Dulles International ,Virginia
3/24/2020,57,United States of America (the),Washington Dulles International ,Virginia
3/25/2020,59,United States of America (the),Washington Dulles International ,Virginia
